Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Book value,Price to book value,Piotroski score,Industry PE,PE Variance,Promoter holding,Change in promoter holding 3Years,FII holding,DII holding,Contingent liabilities,Pledged percentage,EVEBITDA,Enterprise Value,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,Return over 3months,Return over 6months,Return over 1year,Return over 3years
Aditya Vision,540205,,Electronics - Consumer,292.05,351.29,25.06,32.70,8.93,7.00,25.06,1.00,73.30,17.37,0.00,0.00,0.00,40.93,10.75,368.99,202.71,112.60,199.07,110.80,195.30,1082.39,1597.97,50.90
Adjia Tech,543269,,Computers - Software - Medium / Small,28.50,2.51,125.50,,,3.00,27.79,4.52,65.20,,0.00,0.00,0.00,0.00,82.67,2.48,60.52,70.08,61.83,70.50,,,,
Ador Fontech,530431,,Electrodes - Welding Equipment,39.05,136.68,28.01,28.82,1.35,5.00,23.22,1.21,39.27,2.63,4.87,2.49,24.11,0.00,10.90,128.47,38.10,36.85,38.06,36.83,8.17,21.65,39.22,-11.50
Ador Multi Prod.,523120,,Personal Care - Indian,83.05,38.81,16.04,32.50,2.56,2.00,37.88,0.42,38.80,0.38,0.00,0.02,0.00,0.00,9.79,34.56,87.24,73.89,87.41,73.80,-25.05,40.41,142.84,28.88
Ador Welding,517041,ADORWELD,Electrodes - Welding Equipment,405.00,550.80,122.40,177.69,2.28,5.00,23.22,5.27,56.89,0.20,0.00,10.55,62.75,0.00,27.06,588.79,338.88,296.62,336.18,295.54,37.31,65.17,50.59,1.39
Adroit Info.,532172,ADROITINFO,Computers - Software - Medium / Small,9.40,17.17,8.85,3.92,2.40,5.00,27.79,0.32,52.17,-1.55,0.00,0.00,0.00,0.00,7.51,17.35,9.20,8.64,9.19,8.63,-1.57,48.03,70.91,-31.85
Advait Infratech,543230,,Construction,51.10,26.06,55.45,37.98,1.35,4.00,22.98,2.41,73.52,,0.00,0.00,0.00,0.00,4.88,27.43,51.86,51.66,51.89,51.67,-3.58,0.10,,
Advance Meter.,534612,AMTL,Electric Equipment,12.57,20.19,,64.61,0.19,3.00,25.64,,63.55,0.00,0.00,0.00,3.64,0.00,-17.85,42.12,25.04,27.16,25.08,27.19,24.83,57.91,84.31,-18.12
Advance Petroch.,506947,,Detergents / Intermediates,38.00,3.42,38.00,22.44,1.69,6.00,23.24,1.64,50.09,0.00,0.00,0.00,0.00,0.00,10.77,10.55,32.06,22.50,31.82,22.34,-1.30,-2.31,-2.44,-0.86
Advance Syntex,539982,,Textiles - Spinning - Synthetic / Blended,12.06,13.38,,17.66,0.68,5.00,10.99,,59.76,-13.02,0.00,0.00,0.00,0.00,22.43,50.92,10.64,10.94,10.58,10.93,15.96,70.58,19.52,-26.76
Advanced Enzyme,540025,ADVENZYMES,Chemicals,445.00,4971.91,34.09,80.25,5.55,6.00,25.38,1.34,55.38,-15.93,16.79,7.32,13.55,0.00,20.61,4830.78,379.78,317.40,377.12,316.12,33.11,42.42,217.74,22.39
Advani Hotels.,523269,ADVANIHOTR,Hotels,54.70,252.82,,8.38,6.53,8.00,64.54,,50.17,0.00,0.00,0.11,11.27,0.00,345.33,252.09,54.31,50.77,54.29,50.73,16.26,35.56,42.45,-6.04
Advent Computer,531429,,Computers - Software - Medium / Small,1.76,2.86,,8.78,0.20,3.00,27.79,,54.15,0.00,0.00,0.20,0.00,0.00,-34.38,5.50,1.83,1.63,1.83,1.63,-2.22,40.80,34.35,-9.95
Advik Capital,539773,,Finance & Investments,1.82,8.35,,2.56,0.71,5.00,17.34,,59.07,1.21,0.00,0.00,0.00,0.00,153.29,10.73,1.43,1.27,1.41,1.27,97.83,420.00,91.58,-26.59
Advik Labs.,531686,,Pharmaceuticals - Indian - Formulations,1.01,1.93,,4.37,0.23,2.00,28.21,,35.89,0.00,0.00,0.00,5.57,0.00,-1.08,4.46,0.64,1.35,0.63,1.35,180.56,180.56,180.56,-37.36
Aegis Logistics,500003,AEGISCHEM,Trading,328.70,11537.37,60.07,50.04,6.57,6.00,41.36,1.45,57.74,-2.77,14.78,2.31,109.26,0.00,27.02,11399.00,297.49,259.25,296.21,258.55,11.31,61.92,86.87,4.77
Affle India,542752,AFFLE,Miscellaneous,5291.15,14101.03,153.72,101.81,51.97,4.00,26.63,5.77,59.89,,19.87,7.13,0.94,0.00,113.71,14138.96,5292.90,3984.69,5292.97,3971.56,26.75,80.08,300.91,
Affordable Robo.,541402,,Engineering,101.90,103.73,33.79,48.54,2.10,3.00,23.35,1.45,61.48,,0.00,1.43,0.00,0.00,16.02,126.11,95.38,75.55,95.12,75.28,13.29,126.44,329.05,
Agarwal Indl.,531921,AGARIND,Petrochemicals,193.50,221.50,8.14,141.40,1.37,6.00,11.05,0.74,63.55,4.22,0.03,0.00,5.91,0.00,5.62,311.83,154.54,125.51,152.95,124.83,40.22,131.60,265.09,-12.77
AGC Networks,500463,AGCNET,Telecommunications - Equipment,1442.35,4691.80,29.06,6.36,226.77,7.00,31.42,0.92,71.17,-3.72,5.96,0.02,93.19,9.21,13.00,4819.75,1330.53,847.83,1325.96,841.86,69.96,128.31,465.74,129.23
AGI Infra,539042,,Construction,70.95,86.68,5.29,62.35,1.14,7.00,22.98,0.23,72.94,0.40,0.00,0.00,0.00,0.00,4.55,162.40,70.97,62.59,70.97,62.51,24.04,33.87,55.76,-13.66
Agio Paper,516020,,Paper,1.99,3.21,,3.93,0.51,3.00,18.33,,63.56,0.00,0.00,0.04,0.18,0.00,-37.28,17.52,2.04,2.20,2.05,2.20,-16.74,145.68,-12.33,-17.00
Agri-Tech India,537292,AGRITECH,Miscellaneous,39.60,23.52,,199.31,0.20,4.00,26.63,,45.47,-0.37,0.00,0.06,1.11,0.00,-19.91,23.69,36.38,35.23,36.25,35.18,11.24,45.59,28.99,-32.30
Agro Phos India,,AGROPHOS,Fertilizers,11.85,24.02,7.46,19.73,0.60,5.00,9.16,0.81,54.27,0.00,,,0.21,9.09,6.24,41.94,12.09,15.39,12.10,15.42,-14.13,44.51,-4.05,-33.67
Agro Tech Foods.,500215,ATFL,Solvent Extraction,970.60,2365.35,75.62,178.93,5.42,5.00,23.44,3.23,51.77,-2.24,7.61,3.07,25.32,0.00,37.46,2367.74,857.56,770.99,852.95,768.98,15.33,36.55,113.74,11.11
Ahlada Engineers,,AHLADA,Steel - Medium / Small,97.60,126.11,19.67,88.22,1.11,7.00,16.37,1.20,50.36,,,,18.06,0.00,6.67,159.64,94.40,77.38,94.27,77.18,47.66,129.38,109.89,
Ahluwalia Contr.,532811,AHLUCONT,Construction,293.00,1962.74,42.46,123.64,2.37,4.00,33.90,1.25,58.00,0.05,11.98,26.15,1273.94,27.26,14.18,1830.02,289.56,268.94,289.42,268.70,-2.17,28.96,66.24,-10.95
Ahm. Steelcraft,522273,,Steel - Medium / Small,13.90,5.69,,61.75,0.23,2.00,16.37,,65.68,0.02,0.00,0.00,0.00,0.00,-37.50,3.75,15.74,16.28,15.82,16.31,-17.26,-11.46,46.62,-22.62
AI Champ.Inds.,532806,AICHAMP,Textiles - Jute - Yarn / Products,10.45,32.14,,23.89,0.44,6.00,21.04,,58.90,0.00,0.00,8.69,31.37,0.00,-203.84,99.88,20.02,26.12,20.33,26.26,-12.92,7.40,43.15,-30.66
AIA Engineering,532683,AIAENG,Castings & Forgings,1829.00,17251.20,30.21,419.63,4.36,8.00,38.75,0.78,58.47,-3.18,18.76,19.56,366.64,0.00,19.69,16712.13,1902.07,1858.21,1905.06,1858.50,-8.54,6.52,16.84,8.06
Aimco Pesticides,524288,,Pesticides / Agrochemicals - Indian,112.70,107.99,23.58,43.18,2.61,5.00,25.17,0.94,51.35,0.21,0.04,0.04,0.48,50.63,8.44,111.22,96.98,92.90,96.34,92.70,5.47,16.49,100.00,-10.17
Airan,,AIRAN,Computers - Software - Medium / Small,16.15,201.91,38.17,6.50,2.48,4.00,27.79,1.37,73.81,0.21,,,1.04,0.00,20.96,202.43,16.47,15.94,16.48,15.94,-12.70,26.67,66.49,-49.63
Airo Lam,,AIROLAM,Miscellaneous,24.00,36.00,7.53,29.49,0.81,5.00,26.63,0.28,52.23,1.14,,,0.00,0.00,7.14,69.26,26.77,27.95,26.88,27.99,-20.00,-9.43,26.32,-20.63
Aishwarya Tech.,532975,,Telecommunications - Equipment,1.93,4.61,,1.23,1.56,5.00,31.42,,29.87,0.65,0.00,0.00,1.76,0.00,-1.20,9.92,1.96,2.11,1.96,2.12,-29.56,12.87,73.87,-26.70
Ajanta Pharma,532331,AJANTPHARM,Pharmaceuticals - Indian - Formulations,2017.55,17458.22,26.70,346.19,5.83,8.00,28.21,0.95,70.35,-0.35,8.37,11.86,50.13,15.49,16.87,17279.88,1803.80,1662.43,1795.07,1658.86,11.20,28.24,38.76,21.10
Ajanta Soya,519216,,Miscellaneous,90.30,145.35,8.38,38.61,2.34,9.00,5.96,1.41,46.85,0.15,0.00,0.00,112.63,0.00,4.46,126.28,78.09,60.86,77.59,60.56,34.48,134.85,261.20,29.58
Ajcon Global,511692,,Finance & Investments,24.40,14.93,,30.25,0.81,3.00,10.06,,67.48,0.00,0.00,0.85,0.00,0.00,23.70,30.57,20.98,23.33,20.84,23.31,8.44,29.10,15.64,-11.50
Ajel,530713,,Computers - Software - Converts,2.34,2.73,,9.50,0.25,3.00,38.26,,49.44,0.30,0.00,0.00,0.00,0.00,-14.71,7.50,3.30,3.59,3.34,3.60,-50.74,10.38,-17.61,-22.26
Ajmera Realty,513349,AJMERA,Construction,117.10,415.47,19.08,182.77,0.64,2.00,33.90,0.56,69.74,6.49,0.00,0.00,0.00,7.88,14.25,1373.01,117.75,113.52,117.77,113.48,-13.19,34.99,55.31,-21.91
Ajooni Biotech,,AJOONI,Miscellaneous,43.50,43.52,145.07,15.89,2.74,3.00,26.63,5.45,51.64,-10.85,,,0.00,0.00,39.37,48.42,32.61,26.69,32.16,26.52,44.47,46.46,585.04,11.04
Akar Auto Indust,530621,,Castings & Forgings,17.65,19.04,,22.99,0.77,4.00,38.75,,73.06,0.00,0.00,0.00,17.73,3.62,26.06,81.84,17.69,17.65,17.69,17.65,0.86,15.74,22.74,-31.24
Akash InfraProj.,,AKASH,Construction,215.75,363.81,,46.96,4.59,7.00,14.45,,74.59,2.43,,,0.00,0.00,93.44,373.77,206.15,200.93,205.76,200.78,-4.34,-19.99,153.82,79.19
Akashdeep Metal,538778,,Finance & Investments,35.50,30.18,13.18,33.12,1.07,7.00,17.34,0.76,58.63,49.40,0.00,0.00,0.00,0.00,9.14,40.84,37.50,35.19,37.58,35.18,-10.92,4.11,123.97,4.57
AKG Exim,,AKG,Trading,28.10,29.76,27.30,,,2.00,41.36,0.66,67.76,,,,,0.00,,,55.81,54.32,56.94,54.58,-68.83,-2.90,32.24,
Akme Star Hou. F,539017,,Finance - Housing,89.05,139.57,35.97,34.33,2.59,3.00,18.46,1.95,40.34,-11.91,0.38,0.00,0.00,0.00,18.78,180.88,81.52,79.20,81.21,79.10,11.38,0.11,72.74,-4.39
Aksh Optifibre,532351,AKSHOPTFBR,Cables - Telephone,6.25,101.69,,7.05,0.89,3.00,44.07,,27.94,0.30,0.25,0.00,25.47,38.95,11.63,284.93,6.36,6.62,6.37,6.63,-10.71,12.61,31.58,-44.32
Akshar Spintex,541303,,Textiles - Cotton/Blended,10.20,25.50,,14.01,0.73,5.00,13.05,,46.06,,0.00,0.00,0.00,0.00,20.02,53.66,10.93,12.44,10.96,12.46,-11.76,-45.01,41.67,
AksharChem (I),524598,AKSHARCHEM,Dyes And Pigments,258.40,211.95,16.64,328.58,0.79,6.00,22.02,0.76,62.70,0.00,1.43,0.05,4.79,0.00,7.78,202.03,247.64,240.16,247.20,239.97,-0.90,24.14,31.87,-24.40
Akzo Nobel,500710,AKZOINDIA,Paints / Varnishes,2205.55,10044.14,51.89,267.18,8.25,8.00,84.78,0.61,74.76,1.80,1.43,10.97,180.20,0.00,28.00,9721.39,2248.30,2172.34,2250.04,2172.01,-3.06,10.36,14.27,4.70
Alan Scott Inds.,539115,,Textiles - Products,24.50,2.90,,2.19,11.17,3.00,19.87,,42.00,13.70,0.00,20.12,0.00,0.00,-48.33,2.90,17.21,15.03,16.91,14.94,11.36,22.81,22.19,13.86
Alankit,531082,ALANKIT,Computers - Software - Medium / Small,14.80,211.58,16.62,6.35,2.33,5.00,27.79,0.60,71.33,3.27,0.73,0.44,0.00,0.00,8.72,215.94,15.31,16.36,15.33,16.37,-12.94,-6.62,-0.34,-24.47
Albert David,524075,ALBERTDAVD,Pharmaceuticals - Indian - Formulations,450.65,257.32,22.28,404.30,1.11,6.00,28.21,0.79,61.25,0.35,0.00,3.81,4.14,0.00,9.65,229.67,422.42,424.87,421.27,424.61,2.03,11.05,-3.85,5.85
Alchemist,526707,ALCHEM,Diversified - Medium / Small,3.50,4.75,,-282.70,,2.00,24.55,,34.94,-0.01,0.00,1.51,314.97,0.00,-2.58,766.03,4.76,4.75,4.81,4.76,-12.50,-22.22,29.63,-26.04
Alchemist Corp.,531409,,Trading,4.95,2.43,121.50,39.05,0.13,5.00,41.36,2.94,74.11,-0.18,0.00,0.00,0.00,0.00,55.80,2.79,5.75,7.05,5.78,7.08,-29.79,-27.31,-41.70,-15.66
Alchemist Realty,532114,,Construction,2.10,15.56,,-0.61,,3.00,33.90,,45.45,0.00,17.21,0.00,0.00,0.00,-106.72,322.30,2.86,2.10,2.89,2.10,-4.11,60.31,141.38,2.68
Alembic,506235,ALEMBICLTD,Pharmaceuticals - Indian - Bulk Drugs & Formln,131.25,3370.26,8.72,74.33,1.77,6.00,27.08,0.32,70.88,7.17,1.60,4.34,46.67,0.00,46.60,3366.51,109.09,96.53,108.19,96.18,32.71,46.08,169.23,44.05
Alembic Pharma,533573,APLLTD,Pharmaceuticals - Indian - Bulk Drugs & Formln,941.70,18510.35,15.71,260.86,3.61,6.00,27.08,0.58,69.48,-3.45,6.56,10.97,117.80,0.00,11.87,18604.42,968.18,940.61,969.26,940.60,0.96,-3.24,22.73,23.37
Alexander Stamps,511463,,Trading,16.20,14.00,1400.00,17.70,0.92,3.00,41.36,33.85,11.22,0.00,0.00,0.00,0.00,0.00,1417.00,14.17,16.76,14.94,16.78,14.92,7.78,22.54,13.05,5.09
Alfa Ica (I),530973,,Miscellaneous,26.80,10.83,9.02,39.85,0.67,5.00,26.63,0.34,71.12,2.79,0.00,0.05,0.00,0.00,5.18,19.91,25.99,25.83,25.95,25.82,20.18,17.54,48.89,-23.13
Alfa Transformer,517546,,Electric Equipment,12.82,11.73,,30.59,0.42,3.00,25.64,,46.96,-4.38,0.00,0.00,10.47,0.00,-2.78,15.38,11.34,13.87,11.28,13.88,-12.79,-10.97,5.51,-31.57
Alfavision Overs,531156,,Miscellaneous,36.90,11.62,21.52,28.83,1.28,4.00,26.63,0.81,24.80,4.62,0.00,0.00,0.00,0.00,12.61,64.92,36.64,47.28,36.63,47.39,-12.97,44.71,45.28,-9.63
Alfred Herbert,505216,,Finance & Investments,654.50,50.40,630.00,1207.54,0.54,5.00,17.34,36.33,73.79,1.11,0.00,0.01,0.95,0.00,54.11,49.78,587.21,566.51,584.47,565.63,19.87,18.99,18.90,-9.57
Alicon Cast.,531147,ALICON,Auto Ancillaries,521.50,725.41,,227.88,2.29,3.00,35.33,,62.62,-2.48,0.00,0.17,58.91,0.00,11.89,1022.39,452.98,389.56,450.19,388.24,23.08,71.63,141.77,-6.87
Alka India,530889,,Textiles - Cotton/Blended,0.39,19.50,,0.38,1.03,2.00,13.05,,16.27,2.00,0.00,0.00,0.00,0.00,,22.25,0.48,0.41,0.48,0.41,-43.48,105.26,105.26,27.09
Alka Securities,532166,,Finance & Investments,0.22,2.11,,-0.17,,6.00,10.06,,46.91,-0.13,0.00,0.00,0.00,65.38,222.00,2.22,0.23,0.23,0.23,0.23,-8.33,-8.33,-8.33,-16.65
Alkali Metals,533029,ALKALI,Chemicals,56.45,57.47,,48.71,1.16,5.00,25.38,,69.64,-0.10,0.00,0.00,1.21,30.04,16.91,73.91,53.49,50.64,53.37,50.59,2.82,12.23,37.52,-10.65
Alkem Lab,539523,ALKEM,Pharmaceuticals - Indian - Bulk Drugs & Formln,2907.45,34762.93,22.66,585.17,4.97,6.00,27.08,0.84,60.16,-5.70,4.42,13.20,280.91,0.00,16.02,34743.78,2786.15,2742.14,2781.19,2740.48,-1.24,4.97,12.35,12.82
Alkyl Amines,506767,ALKYLAMINE,Chemicals,8176.65,16693.91,66.26,310.65,26.32,8.00,25.38,2.61,74.13,-0.06,0.90,1.53,11.35,0.00,44.80,16641.75,6291.75,4483.72,6214.81,4446.61,65.09,150.09,364.44,134.71
Allcargo Logist.,532749,ALLCARGO,Miscellaneous,123.35,3030.65,19.59,91.95,1.34,6.00,30.92,0.63,70.01,0.90,12.78,2.63,75.64,0.00,6.31,3906.88,126.62,121.29,126.75,121.26,-5.37,2.75,78.90,-2.66
Alliance Integ.,534064,,Steel - Medium / Small,15.00,17.42,,-248.73,,5.00,16.37,,71.35,0.00,0.00,0.00,21.62,42.04,-61.54,276.31,14.68,47.33,14.67,47.66,-6.25,0.00,101.88,-46.73
Allied Digital,532875,ADSL,Computers - Software - Medium / Small,50.90,258.09,14.20,91.00,0.56,8.00,27.79,0.51,49.95,0.98,0.00,0.00,0.00,0.00,4.96,248.45,45.28,34.53,45.05,34.36,27.09,143.54,305.58,39.25
Allsec Tech.,532633,ALLSEC,Computers - Software - Medium / Small,330.60,503.83,15.64,158.96,2.08,7.00,27.79,0.56,73.39,33.04,0.00,0.00,0.00,0.00,5.84,387.92,323.74,287.03,323.46,286.59,13.10,38.88,105.60,-3.45
Almondz Global,531400,ALMONDZ,Finance & Investments,27.15,70.27,7.29,55.44,0.49,5.00,17.34,0.42,58.22,0.60,0.00,0.00,28.44,0.00,4.50,63.16,26.89,20.79,26.88,20.72,29.90,118.07,171.50,-1.95
Alok Industries,521070,ALOKINDS,Textiles - Processing,18.85,9359.48,,-35.56,,3.00,16.32,,75.00,46.18,0.90,0.73,36.78,0.00,149.08,33127.01,20.56,21.28,20.63,21.31,-9.81,-19.44,107.14,118.78
Alpa Laboratorie,532878,ALPA,Pharmaceuticals - Indian - Formulations,57.55,121.09,17.45,50.34,1.14,8.00,28.21,0.62,56.66,2.05,0.00,0.00,5.68,0.00,11.93,117.13,48.45,37.74,48.08,37.54,48.13,46.81,224.23,15.76
Alphageo (India),526397,ALPHAGEO,Oil Drilling / Allied Services,214.75,136.68,,365.53,0.59,4.00,115.32,,46.21,1.90,0.64,0.07,0.00,9.54,29.18,80.54,200.64,195.20,200.06,195.01,3.39,44.71,34.72,-35.70
Alphalogic Tech.,542770,,Computers - Software - Medium / Small,89.00,24.71,12.29,36.74,2.42,3.00,27.79,0.44,74.75,,0.00,0.00,0.00,0.00,9.55,27.13,83.09,80.48,82.85,80.40,11.11,23.61,5.95,
Alpine Housing,526519,,Construction,13.97,24.20,9.76,40.27,0.35,7.00,14.45,0.68,73.77,0.52,0.00,0.22,1.50,0.00,10.41,64.22,13.61,12.95,13.60,12.94,-0.57,12.12,52.01,-11.42
Alps Industries,530715,ALPSINDUS,Textiles - Products,1.65,6.45,,-150.17,,3.00,19.87,,27.07,0.00,0.00,0.00,376.44,37.97,-20.01,763.37,1.71,1.59,1.71,1.59,-28.26,57.14,106.25,-11.74
Alps Motor Fin,538423,,Finance & Investments,0.35,3.55,,0.37,0.94,1.00,17.34,,2.94,0.00,0.00,0.00,0.00,0.00,-1.03,32.58,0.41,1.07,0.41,1.07,-12.50,-12.50,-12.50,-64.30
Alufluoride,524634,,Chemicals,267.80,209.43,50.47,70.44,3.80,4.00,25.38,1.99,59.85,6.77,0.00,1.28,0.21,0.00,24.98,223.10,248.63,223.02,247.85,222.57,1.71,48.53,208.35,34.77
Amal,506597,,Dyes And Pigments,349.20,329.12,37.19,36.46,9.58,6.00,22.02,1.69,66.14,0.63,0.00,0.02,0.67,0.00,26.34,330.57,339.23,246.22,338.82,245.18,59.23,97.46,197.19,35.60
Amalgamated Elec,501622,,Miscellaneous,15.20,4.22,,0.36,42.20,4.00,26.63,,23.64,0.01,0.00,1.73,0.00,0.00,-23.44,4.22,26.50,26.65,26.96,26.77,-44.83,-53.94,-49.92,-22.76
Amara Raja Batt.,500008,AMARAJABAT,Auto Ancillaries,776.05,13255.90,22.32,229.65,3.38,7.00,35.33,0.63,28.06,-24.00,21.34,12.64,67.70,0.00,11.87,13197.44,837.88,828.69,840.41,829.22,-17.49,-4.66,42.58,-4.41
Amarjothi Spg.,521097,,Textiles - Cotton/Blended,130.40,88.02,6.44,208.12,0.63,6.00,13.05,0.49,55.24,0.19,0.00,0.00,0.00,0.00,3.48,146.98,105.19,87.62,104.16,87.19,25.32,110.15,189.78,2.94
Amarnath Sec.,538465,,Finance & Investments,13.30,3.99,133.00,13.00,1.02,5.00,17.34,7.67,48.72,0.00,0.00,0.00,0.00,0.00,66.50,3.99,18.06,31.64,18.25,31.83,-26.11,-22.67,-32.66,-29.95
Amba Enterprises,539196,,Electric Equipment,13.32,16.86,10.47,13.94,0.96,6.00,25.64,0.41,39.31,15.33,0.00,0.00,0.00,0.00,7.95,25.19,13.11,12.82,13.10,12.82,-3.55,31.49,11.74,-14.08
Ambalal Sarabhai,500009,,Pharmaceuticals - Indian - Formulations,27.15,208.06,7.80,7.35,3.69,5.00,28.21,0.28,30.76,0.01,0.00,0.01,53.25,0.00,5.84,213.56,21.73,20.18,21.51,20.11,27.17,47.55,52.10,25.88
Ambani Organics,,AMBANIORG,Chemicals,66.00,33.52,22.80,33.14,1.99,6.00,25.38,0.90,72.67,,,,0.02,0.00,8.74,50.86,57.43,63.38,57.08,63.35,51.03,43.48,23.60,
Ambassador Intra,542524,,Trading,13.77,2.88,26.18,15.21,0.91,5.00,41.36,0.63,10.24,,0.00,0.00,0.00,0.00,19.31,3.09,13.15,13.13,13.12,13.12,,,,
Amber Enterp.,540902,AMBER,Electronics - Components,3010.95,10145.01,147.07,445.57,6.76,8.00,32.93,4.47,40.27,-3.73,28.06,7.62,6.75,0.00,50.12,10305.45,3115.95,2542.68,3120.23,2537.98,11.31,37.70,175.89,37.09
Ambica Agarbat.,532335,AMBICAAGAR,Trading,28.60,49.13,25.07,56.58,0.51,6.00,41.36,0.61,48.35,0.33,0.01,0.00,0.00,0.00,9.32,111.64,9.91,6.70,9.15,6.48,615.00,615.00,615.00,92.65
Ambika Cotton,531978,AMBIKCO,Textiles - Cotton/Blended,1087.10,622.36,12.60,915.18,1.19,5.00,13.05,0.97,50.17,0.17,0.00,0.02,43.37,0.00,6.72,667.96,939.20,864.56,933.16,862.33,11.21,55.10,62.69,-8.20
Ambition Mica,539223,,Miscellaneous,4.47,6.67,,17.14,0.26,6.00,26.63,,58.30,0.00,0.00,0.00,1.59,0.00,39.21,35.68,5.29,6.66,5.32,6.68,-15.98,-23.20,-7.07,-52.34
Ambuja Cements,500425,AMBUJACEM,Cement - North India,312.25,62001.77,21.70,114.61,2.72,7.00,18.35,1.18,63.29,-0.26,17.75,12.11,6068.87,0.00,8.75,53156.12,296.65,260.83,296.01,260.31,15.09,25.25,84.38,11.60
Amco India,530133,,Aluminium and Aluminium Products,30.05,12.35,20.25,71.82,0.42,5.00,17.86,1.13,64.65,2.01,0.00,0.00,0.00,0.00,8.93,26.24,31.10,26.86,31.14,26.83,12.34,3.62,78.87,-4.96
AMD Industries,532828,AMDIND,Packaging,19.15,36.71,,65.45,0.29,7.00,11.33,,66.64,0.12,0.00,0.00,3.59,0.00,18.56,65.15,18.79,18.02,18.78,18.01,5.22,19.69,53.20,-11.95
Amforge Inds.,513117,,Finance & Investments,1.60,2.30,5.35,7.33,0.22,6.00,17.34,0.31,56.89,0.00,0.00,0.19,6.08,0.00,4.41,6.49,1.91,1.85,1.92,1.85,-42.65,-11.11,113.33,-20.79
Amin Tannery,541771,,Leather / Leather Products,0.85,9.18,,1.00,0.85,2.00,38.42,,58.78,,0.00,0.00,0.00,50.82,16.09,37.01,0.85,0.89,0.85,0.89,-5.56,8.97,-11.46,
Amines & Plast.,506248,,Chemicals,96.50,530.94,16.36,22.56,4.28,8.00,25.38,0.64,73.17,0.00,0.00,0.00,12.34,0.00,9.82,558.77,81.20,64.16,80.58,63.83,40.98,75.93,259.40,13.04
Amit Internation,531300,,Textiles - Products,2.62,4.96,,10.12,0.26,3.00,19.87,,17.49,0.06,0.00,0.00,0.00,0.00,-125.00,5.00,2.58,2.77,2.58,2.77,5.22,0.77,-25.14,-11.96
AMJ Land Holdin.,500343,AMJLAND,Construction,24.95,102.30,9.96,26.00,0.96,3.00,33.90,0.29,65.90,4.15,0.00,0.00,0.00,0.00,7.95,108.41,24.08,22.96,24.05,22.94,-4.95,15.24,65.23,-5.59
Amradeep Inds.,531681,,Finance & Investments,1.65,10.90,,0.82,2.02,4.00,17.34,,0.00,0.00,0.00,0.00,0.00,0.00,-241.20,12.06,1.36,4.54,1.34,4.57,4.43,87.50,106.25,24.26
Amrapali Inds.,526241,,Trading,4.45,22.88,114.40,5.43,0.82,6.00,41.36,2.77,73.43,0.75,0.00,0.00,0.00,0.00,11.75,114.24,4.24,4.12,4.23,4.11,3.49,19.62,27.51,-2.42
Amraworld Agrico,531991,,Trading,0.65,7.82,,0.96,0.68,4.00,41.36,,0.00,0.00,0.00,0.00,0.00,0.00,-777.00,7.77,0.63,0.57,0.63,0.57,-7.14,30.00,80.56,34.02
Amrit Corp,507525,,Food - Processing - Indian,730.00,221.79,104.62,616.25,1.18,2.00,38.51,2.72,74.56,-0.30,0.00,0.01,1.98,0.00,34.99,220.45,701.99,708.40,700.85,708.18,-5.19,3.11,23.73,-23.65
Amrutanjan Healt,590006,AMRUTANJAN,Pharmaceuticals - Indian - Formulations,629.35,1839.63,31.25,64.84,9.71,5.00,28.21,1.11,50.02,0.00,2.00,7.76,12.84,0.00,21.08,1744.56,585.39,509.88,583.60,508.68,21.79,44.76,79.40,32.01
Anand Rayons,542721,,Trading,31.75,47.58,71.01,9.27,3.43,1.00,41.36,1.72,69.57,,0.00,0.00,0.00,0.00,18.53,76.35,31.64,32.25,31.64,32.25,-4.51,-0.63,2.42,
Anant Raj,515055,ANANTRAJ,Construction,51.75,1527.14,123.46,84.08,0.62,3.00,33.90,3.64,65.04,1.57,8.36,0.02,96.37,0.00,55.13,3003.94,50.21,35.34,50.15,35.17,25.15,189.92,527.27,28.22
Andhra Cements,532141,ANDHRACEMT,Cement - South India,5.70,167.31,,-20.13,,3.00,17.88,,68.80,0.00,2.52,9.86,39.70,75.00,-27.47,897.43,5.57,5.36,5.56,5.35,-0.87,14.00,107.27,-18.16
Andhra Paper,502330,ANDHRAPAP,Paper,229.50,912.72,15.12,234.66,0.98,5.00,18.33,0.82,72.20,-2.80,0.03,12.74,87.62,70.64,9.50,781.44,222.40,222.74,222.11,222.67,6.42,20.57,29.41,-13.60
Andhra Petrochem,500012,,Chemicals,68.60,582.89,36.96,26.89,2.55,4.00,25.38,1.46,45.04,-0.01,0.00,0.03,1.55,0.00,14.39,663.87,61.85,48.84,61.57,48.64,26.34,122.37,223.58,5.63
Andhra Sugars,590062,ANDHRSUGAR,Diversified - Medium / Small,427.10,1157.87,7.61,465.32,0.92,6.00,24.55,0.31,0.00,-47.03,,,36.41,0.00,5.07,1244.19,340.22,310.99,336.68,309.82,38.29,41.59,83.19,0.59
Andrew Yule & Co,526173,,Diversified - Medium / Small,21.40,1046.36,48.99,7.81,2.74,1.00,24.55,2.00,89.25,0.00,0.00,4.31,143.56,0.00,36.23,1048.82,20.48,17.35,20.44,17.31,31.29,73.14,136.46,-8.63
